[00:01.280 --> 00:02.060]  You all right, Gavin?
[04:01:56.060 --> 04:01:56.300]  Yeah.
[04:01:56.940 --> 04:01:57.920]  Then you would have been Gash.
[04:02:00.000 --> 04:02:01.000]  Why'd you guys do it that way?
[04:02:01.920 --> 04:02:03.480]  Oh, we could get another shot at Luigi.
[04:02:04.340 --> 04:02:05.400]  Oh, okay.
[04:02:05.480 --> 04:02:06.880]  Well, let's see what...
[04:02:06.880 --> 04:02:09.320]  If I move this...
[04:02:09.320 --> 04:02:11.240]  Zoe Fell said, well, that's lucky for Geoff.
[04:02:13.060 --> 04:02:15.080]  I mean, it worked out okay for me,
[04:02:15.140 --> 04:02:16.360]  but it was rough getting there.
[04:02:16.400 --> 04:02:17.820]  What it really is, is lucky for Nintendo.
[04:02:18.280 --> 04:02:20.360]  Yeah, lucky that I would have sent an email.
[04:02:20.720 --> 04:02:22.660]  When so much of our livelihood depends on
[04:02:23.080 --> 04:02:24.360]  Mario Party Jamboree,
[04:02:25.280 --> 04:02:27.200]  it's pretty mind-blowing we can't get through
[04:02:27.200 --> 04:02:28.400]  a whole game without quitting it.
[04:02:29.800 --> 04:02:31.400]  That is true, it's happened both times.
[04:02:31.400 --> 04:02:32.320]  We've done 30 turns.
[04:02:33.520 --> 04:02:34.960]  And even the times before that,
[04:02:35.020 --> 04:02:36.440]  when we just did on stream for shits and giggles.
[04:02:36.720 --> 04:02:37.980]  I think it was even the same minigame.
[04:02:41.440 --> 04:02:42.460]  The digging one?
[04:02:42.540 --> 04:02:43.820]  I think it was the digging one, both times.
[04:02:43.820 --> 04:02:45.540]  It's like a game quitter.
[04:02:47.560 --> 04:02:49.520]  You can't hold this tiny controller
[04:02:49.520 --> 04:02:51.600]  in your hand and not touch every other button.
[04:02:51.640 --> 04:02:52.400]  It's a piece of shit.
[04:02:52.540 --> 04:02:54.560]  It's a piece of shit, thank you, Nick.
[04:02:55.760 --> 04:02:57.240]  What a piece of shit.
[04:02:58.740 --> 04:02:59.380]  Oh!
[04:02:59.960 --> 04:03:00.600]  Yeah!
[04:03:01.360 --> 04:03:02.720]  This is a much better turn.
[04:03:03.220 --> 04:03:05.420]  That's way better than another star.
[04:03:05.940 --> 04:03:07.180]  It's just a fanfic.
[04:03:08.540 --> 04:03:09.400]  What a
[04:03:09.400 --> 04:03:10.880]  piece of shit. And
[04:03:10.880 --> 04:03:12.740]  now you have the opportunity to
[04:03:12.740 --> 04:03:14.460]  fix your mistake.
[04:03:15.140 --> 04:03:17.020]  Oh, Nick!
[04:03:17.460 --> 04:03:19.500]  You keep failing at comedy.
[04:03:20.840 --> 04:03:21.420]  Nick keeps
[04:03:21.420 --> 04:03:22.640]  failing the comedy check.
[04:03:22.880 --> 04:03:25.240]  That was the most expected move.
[04:03:27.240 --> 04:03:29.080]  And I can't be mad, I already did the
[04:03:29.080 --> 04:03:30.640]  mad comedy thing, so...
[04:03:30.640 --> 04:03:33.080]  Do you guys think Switch 2 Joy-Cons will be
[04:03:33.080 --> 04:03:34.060]  Geoff-proof? No.
[04:03:34.480 --> 04:03:36.380]  I don't think they're anybody-proof.
[04:03:37.000 --> 04:03:38.260]  They're no-one-proof.
[04:03:39.300 --> 04:03:41.000]  They're dog shit.
[04:03:41.080 --> 04:03:41.800]  They're fucking dumb.
[04:03:43.140 --> 04:03:44.560]  It's such a dumb mechanic.
[04:03:44.580 --> 04:03:46.380]  31-turn Mario part.
[04:03:46.700 --> 04:03:49.120]  Pretty good. That's what we'll call
[04:03:49.120 --> 04:03:51.300]  the VOD. Well, that's what the last one was,
[04:03:51.320 --> 04:03:51.480]  right?
[04:03:52.700 --> 04:03:55.040]  Do I want to change my
[04:03:55.040 --> 04:03:56.420]  mind from last time?
[04:03:57.740 --> 04:03:58.620]  Yes. Yeah.
[04:03:58.980 --> 04:04:00.780]  I would've gotten the stars.
[04:04:00.960 --> 04:04:02.880]  But now, I can slow everybody down.
[04:04:03.680 --> 04:04:05.120]  I'm definitely turning this game off
[04:04:05.120 --> 04:04:05.740]  again on accident.
[04:04:07.660 --> 04:04:09.400]  Please don't. If that happens,
[04:04:09.560 --> 04:04:11.180]  I'm leaving. I'm just putting the controller down
[04:04:11.180 --> 04:04:12.800]  next time, and Gavin can then fuck it.
[04:04:13.040 --> 04:04:15.000]  Because I can't trust what it tells
[04:04:15.000 --> 04:04:17.140]  me to do on screen is not what it wants me to do.
[04:04:17.560 --> 04:04:18.580]  I mean, it was
[04:04:18.580 --> 04:04:19.960]  a real motherfucker.
[04:04:21.360 --> 04:04:23.060]  It looked like it was in
[04:04:23.060 --> 04:04:25.080]  the horizontal. It said it was!
[04:04:25.280 --> 04:04:27.100]  Yeah! Nick can rewind
[04:04:27.100 --> 04:04:29.000]  it and show you later. I hope I'm right.
[04:04:29.640 --> 04:04:31.000]  You are. Nick, you don't have anything
[04:04:31.000 --> 04:04:32.740]  I want to steal this time. Yeah, it's true.
[04:04:32.820 --> 04:04:34.640]  Oh no! What will you do?
[04:04:35.820 --> 04:04:37.360]  Just throw this down, I guess.
[04:04:37.620 --> 04:04:38.820]  Oh yeah? Same spot? Yeah.
[04:04:44.790 --> 04:04:45.190]  Yeah.
[04:04:47.450 --> 04:04:47.850]  Yep!
[04:04:50.410 --> 04:04:51.370]  No more P-breaks
[04:04:51.370 --> 04:04:53.450]  the rest of the string. Oh, I really need one
[04:04:53.450 --> 04:04:54.130]  then. No more digging.
[04:05:02.810 --> 04:05:03.190]  Oh.
[04:05:05.210 --> 04:05:06.630]  Oh, I don't get to get the...
[04:05:06.630 --> 04:05:08.750]  You get shot,
[04:05:08.910 --> 04:05:10.330]  but it's alright. Where do I get shot to?
[04:05:10.750 --> 04:05:12.510]  You just lose some coins.
[04:05:13.050 --> 04:05:13.110]  Yeah.
[04:05:16.390 --> 04:05:17.710]  And they get blown to pieces.
[04:05:19.570 --> 04:05:20.470]  No way!
[04:05:21.670 --> 04:05:22.150]  Nice.
[04:05:23.550 --> 04:05:24.310]  Hey, come on, Luigi.
[04:05:26.070 --> 04:05:26.750]  Alright, where
[04:05:26.750 --> 04:05:27.150]  were we?
[04:05:29.770 --> 04:05:30.730]  Same fucking
[04:05:30.730 --> 04:05:32.830]  number! The exact same!
[04:05:33.250 --> 04:05:34.810]  Everyone else improved but
[04:05:34.810 --> 04:05:35.110]  me.
[04:05:36.650 --> 04:05:37.050]  Ugh.
[04:05:39.270 --> 04:05:40.790]  I think Gavin got double-diced
[04:05:40.790 --> 04:05:42.710]  last time, didn't he? No, you did,
[04:05:42.770 --> 04:05:45.050]  didn't you? I thought you got it after you landed on the
[04:05:45.050 --> 04:05:46.870]  item space or something. Oh, you're
[04:05:46.870 --> 04:05:47.990]  probably right. I don't remember.
[04:05:49.230 --> 04:05:50.650]  There was a lot of stress a minute ago.
[04:05:52.090 --> 04:05:52.890]  Uh, ClutchMyPearls
[04:05:52.890 --> 04:05:54.830]  in the chat, thank you. Hey, what's up
[04:05:54.830 --> 04:05:56.850]  ClutchMyPearls? Hey! You just missed a really cool moment
[04:05:56.850 --> 04:05:58.790]  where I saved the game. Yeah, it was really awesome.
[04:05:58.790 --> 04:06:00.750]  It was really cool. The stream was
[04:06:00.750 --> 04:06:02.590]  getting boring and I fixed it. Yeah, cool.
[04:06:03.150 --> 04:06:04.570]  Geoff turned on the commentary. Wait, I fixed it by
[04:06:04.570 --> 04:06:06.570]  following directions. Didn't that happen last time?
[04:06:06.630 --> 04:06:07.850]  Yeah, but he only got five this time.
[04:06:08.590 --> 04:06:10.570]  He got twelve last time. Is that
[04:06:10.570 --> 04:06:11.370]  predetermined?
[04:06:13.110 --> 04:06:13.990]  Seems suspicious.
[04:06:15.650 --> 04:06:16.390]  Wait a minute.
[04:06:18.690 --> 04:06:20.090]  We're not digging at all.
[04:06:20.750 --> 04:06:21.670]  Oh, cage catch.
[04:06:22.670 --> 04:06:22.870]  Oh.
[04:06:24.730 --> 04:06:25.950]  Avoid the crane!
[04:06:28.230 --> 04:06:28.790]  Oh.
[04:06:29.570 --> 04:06:30.130]  Oh.
[04:06:30.510 --> 04:06:31.910]  This isn't what I thought it was.
[04:06:33.750 --> 04:06:34.730]  Holy shit!
[04:06:35.590 --> 04:06:35.730]  Okay.
[04:06:36.610 --> 04:06:37.130]  Alright.
[04:06:39.570 --> 04:06:40.650]  Alright, let's get this little
[04:06:40.650 --> 04:06:41.830]  motherfucker. Please don't.
[04:06:46.340 --> 04:06:46.620]  Go!
[04:06:51.640 --> 04:06:53.280]  And we caught a fish.
[04:06:53.340 --> 04:06:54.060]  Goddamn fish.
[04:06:54.200 --> 04:06:56.380]  And we're eating tonight.
[04:06:56.380 --> 04:06:57.900]  Hell yeah. Fish!
[04:06:58.000 --> 04:06:59.820]  I just wanted to get us the save for the next turn.
[04:07:03.540 --> 04:07:03.940]  Alright.
[04:07:04.440 --> 04:07:04.640]  Alright.
[04:07:07.860 --> 04:07:08.540]  Andrew has more
[04:07:08.540 --> 04:07:09.240]  money than God.
[04:07:12.660 --> 04:07:13.560]  Bye, Luigi!
[04:07:14.460 --> 04:07:16.200]  Wait, he's still... oh. Bye.
[04:07:17.580 --> 04:07:18.500]  Did we ever see
[04:07:18.500 --> 04:07:20.040]  him leave last time? No.
[04:07:20.720 --> 04:07:21.780]  We didn't make it that far.
[04:07:22.680 --> 04:07:23.560]  We got to the game.
[04:07:25.460 --> 04:07:26.020]  Do it.
[04:07:29.100 --> 04:07:29.740]  Good lord.
[04:07:29.920 --> 04:07:30.480]  That is hell.
[04:07:30.580 --> 04:07:32.080]  Just move it. Just move the star. It's funny.
[04:07:33.280 --> 04:07:34.740]  And if it's not there...
[04:07:34.740 --> 04:07:35.000]  Uh-huh.
[04:07:37.320 --> 04:07:37.980]  Then there's just houses.
[04:07:37.980 --> 04:07:40.860]  And if you want to chance at it, you're going to have to move it.
[04:07:40.940 --> 04:07:41.820]  Unless you roll two tens.
[04:07:43.600 --> 04:07:44.280]  I shall not.
[04:07:45.100 --> 04:07:46.060]  I just like the way he looks
[04:07:46.060 --> 04:07:47.360]  when he blows the whistle. It's funny.
[04:07:48.540 --> 04:07:49.340]  Like a little badass.
[04:07:49.660 --> 04:07:50.560]  Yeah, he's a cool little guy.
[04:07:50.560 --> 04:07:50.600]  Oh.
[04:07:52.060 --> 04:07:52.700]  Wow.
[04:07:53.920 --> 04:07:56.000]  No, it's the other way!
[04:07:56.540 --> 04:07:57.980]  Don't give it to DK!
[04:07:58.940 --> 04:07:59.600]  Oh, no.
[04:07:59.800 --> 04:08:00.980]  This is some bullshit!
[04:08:03.480 --> 04:08:04.540]  It's coming up
[04:08:04.540 --> 04:08:06.380]  due! Finally!
[04:08:07.460 --> 04:08:08.380]  I wonder if
[04:08:09.100 --> 04:08:10.460]  I lost progress
[04:08:10.460 --> 04:08:11.420]  with some of my reactions.
[04:08:15.300 --> 04:08:16.200]  Uh-oh.
[04:08:17.180 --> 04:08:17.820]  Motherfucker.
[04:08:21.870 --> 04:08:22.590]  How about
[04:08:23.510 --> 04:08:24.790]  receive a hundred stars?
[04:08:26.210 --> 04:08:27.410]  Oh, you're close.
[04:08:30.110 --> 04:08:31.250]  What can we do to
[04:08:31.250 --> 04:08:32.330]  screw over Duncan?
[04:08:33.650 --> 04:08:35.010]  Just let me play.
[04:08:36.210 --> 04:08:37.310]  Just clear the field.
[04:08:37.430 --> 04:08:39.010]  Let me play. I got it.
[04:08:39.090 --> 04:08:39.930]  You can put it in sleep mode.
[04:08:40.850 --> 04:08:41.350]  That's true.
[04:08:41.770 --> 04:08:43.470]  I think that got us in this position.
[04:08:46.670 --> 04:08:48.070]  Use the creep block
[04:08:48.070 --> 04:08:48.470]  or whatever.
[04:08:49.850 --> 04:08:51.930]  Gavin can get close to the boo.
[04:08:56.030 --> 04:08:57.630]  I'm going to save it for the last turn.
[04:08:59.690 --> 04:09:00.350]  Actually, hold on.
[04:09:01.030 --> 04:09:01.690]  I'm thinking!
[04:09:01.810 --> 04:09:02.830]  Hold on! I'm thinking!
[04:09:04.030 --> 04:09:05.110]  He's one away. It doesn't matter.
[04:09:06.390 --> 04:09:07.810]  I was going to use it, but
[04:09:07.810 --> 04:09:09.350]  if he rolls a one, he gets it.
[04:09:12.270 --> 04:09:13.490]  That's your favorite spot.
[04:09:14.490 --> 04:09:14.690]  Yeah.
[04:09:15.730 --> 04:09:16.650]  Nice objective
[04:09:16.650 --> 04:09:17.290]  landed there.
[04:09:18.710 --> 04:09:19.710]  I didn't.
[04:09:19.830 --> 04:09:21.270]  You sure didn't.
[04:09:22.050 --> 04:09:23.030]  Coming back, Geoff.
[04:09:24.470 --> 04:09:25.470]  Maybe this time.
[04:09:30.980 --> 04:09:31.800]  Bowser by the way.
[04:09:33.360 --> 04:09:34.480]  You know what you have to do.
[04:09:34.780 --> 04:09:36.780]  Do I know what to do?
[04:09:37.260 --> 04:09:38.260]  You gotta get to
[04:09:39.280 --> 04:09:39.780]  boo.
[04:09:42.420 --> 04:09:44.440]  I thought you meant do something with the item.
[04:09:45.120 --> 04:09:45.980]  Boo, fool!
[04:09:45.980 --> 04:09:47.920]  And steal it from Andrew.
[04:09:48.100 --> 04:09:49.040]  He's about to buy another one.
[04:09:49.680 --> 04:09:52.460]  Still just really disappointed in Nintendo.
[04:09:52.760 --> 04:09:53.160]  Crazy.
[04:09:53.500 --> 04:09:53.920]  I am too.
[04:09:56.240 --> 04:09:57.040]  Don't do it.
[04:09:57.500 --> 04:09:58.220]  You don't want it.
[04:09:59.980 --> 04:10:01.160]  See, that's funny.
[04:10:01.560 --> 04:10:02.480]  And it worked out.
[04:10:03.400 --> 04:10:04.280]  I'm laughing.
[04:10:07.080 --> 04:10:08.060]  That's really funny.
[04:10:10.760 --> 04:10:11.400]  That's funny.
[04:10:11.640 --> 04:10:12.340]  That's funny.
[04:10:12.340 --> 04:10:16.160]  I bet you can't use it till next turn after my last turn.
[04:10:18.620 --> 04:10:19.820]  It won't be for you.
[04:10:20.960 --> 04:10:21.800]  It's gonna be for everybody.
[04:10:21.920 --> 04:10:22.320]  It's super creepy.
[04:10:22.880 --> 04:10:23.280]  Oh.
[04:10:26.500 --> 04:10:27.240]  Get there!
[04:10:28.080 --> 04:10:29.240]  You didn't even get to...
[04:10:29.240 --> 04:10:31.700]  I should have just used them, you worthless...
[04:10:31.700 --> 04:10:32.500]  What are you doing?
[04:10:33.820 --> 04:10:34.220]  Gavin!
[04:10:35.860 --> 04:10:37.340]  I got one more turn, haven't I?
[04:10:37.360 --> 04:10:37.700]  Great!
[04:10:38.140 --> 04:10:39.300]  What are you...
[04:10:39.780 --> 04:10:40.480]  Big roll.
[04:10:42.940 --> 04:10:44.280]  Oh, come on!
[04:10:45.920 --> 04:10:47.380]  Just one time.
[04:10:47.980 --> 04:10:48.980]  I hope you have enough money.
[04:10:49.060 --> 04:10:49.740]  No, you do.
[04:10:53.040 --> 04:10:53.880]  Just once.
[04:10:54.200 --> 04:10:55.520]  You just had to have it, didn't you?
[04:10:57.900 --> 04:10:59.280]  You gave that to Andrew.
[04:11:03.300 --> 04:11:04.140]  Where's the next one?
[04:11:04.160 --> 04:11:06.780]  You better roll more than a two on this next turn.
[04:11:07.520 --> 04:11:09.000]  Oh, it's back there.
[04:11:09.440 --> 04:11:10.900]  So I hit random after that?
[04:11:11.600 --> 04:11:12.840]  Wait, where am I in reference to that?
[04:11:13.040 --> 04:11:13.600]  Very far.
[04:11:17.380 --> 04:11:17.860]  Cool.
[04:11:21.440 --> 04:11:23.100]  Hey Andrew, land on a chance time.
[04:11:26.180 --> 04:11:27.340]  Content move at the end.
[04:11:31.730 --> 04:11:32.210]  3v1.
[04:11:33.790 --> 04:11:34.210]  Alright.
[04:11:34.210 --> 04:11:34.370]  Alright.
[04:11:36.550 --> 04:11:38.150]  Oh, I think this is the green game.
[04:11:40.670 --> 04:11:41.950]  Blame it on the crane.
[04:11:48.970 --> 04:11:49.850]  We know what to do.
[04:11:55.330 --> 04:11:56.510]  I just got a slack from Eric.
[04:11:57.410 --> 04:11:58.290]  What are you talking about, Eric?
[04:11:59.190 --> 04:12:00.950]  I wrote the meta for this.
[04:12:01.530 --> 04:12:02.910]  So I wouldn't have to do it later.
[04:12:05.310 --> 04:12:06.970]  31 turn Mario Party.
[04:12:15.730 --> 04:12:18.650]  If all I had to do was touch you, I'd be fucking killing you.
[04:12:19.810 --> 04:12:20.930]  Go, go, go, go!
[04:12:21.250 --> 04:12:22.330]  It's a long game, though.
[04:12:24.890 --> 04:12:25.770]  Oh, wow!
[04:12:27.650 --> 04:12:28.090]  Wow!
[04:12:29.430 --> 04:12:30.310]  Go, go, go!
[04:12:30.890 --> 04:12:31.530]  Damn it.
[04:12:32.270 --> 04:12:34.890]  Get out of the way, you little shy guy bastards!
[04:12:35.230 --> 04:12:36.350]  What did you call them?
[04:12:36.430 --> 04:12:37.130]  Shy guy bastards.
[04:12:40.030 --> 04:12:41.150]  0.0.
[04:12:41.170 --> 04:12:42.490]  You got Dil!
[04:12:43.710 --> 04:12:45.470]  Take a star from him.
[04:12:47.610 --> 04:12:49.310]  Are we about to play the last turn?
[04:12:49.590 --> 04:12:50.610]  The final turn!
[04:12:50.910 --> 04:12:52.630]  The 31st turn.
[04:13:06.340 --> 04:13:07.460]  Final turn.
[04:13:15.260 --> 04:13:17.200]  This is your last hurrah, buddy.
[04:13:17.420 --> 04:13:18.880]  Make it a good one.
[04:13:24.900 --> 04:13:25.740]  What's it say?
[04:13:27.540 --> 04:13:29.540]  It's the clip of you turning it off,
[04:13:29.760 --> 04:13:31.060]  and somebody leaving a comment
[04:13:31.060 --> 04:13:31.400]  that says,
[04:13:31.680 --> 04:13:33.220]  how could Nintendo do this?
[04:13:36.540 --> 04:13:37.420]  Audience knows.
[04:13:38.980 --> 04:13:39.800]  Oh, yes.
[04:13:40.660 --> 04:13:41.700]  Bowser shuffled.
[04:13:41.700 --> 04:13:42.720]  Uh-oh. Wait.
[04:13:44.220 --> 04:13:45.980]  Is he going to move us?
[04:13:46.320 --> 04:13:46.680]  I don't know.
[04:13:46.900 --> 04:13:47.920]  I'm not going to get to Boo!
[04:13:48.960 --> 04:13:49.920]  Send me!
[04:13:51.640 --> 04:13:52.200]  No!
[04:13:54.060 --> 04:13:55.340]  Send me to Boo!
[04:13:55.640 --> 04:13:56.780]  I was right there!
[04:13:57.320 --> 04:13:59.080]  You scumbag!
[04:13:59.220 --> 04:14:01.280]  Oh, it's Geoff. Geoff can't afford it!
[04:14:07.510 --> 04:14:09.050]  That was pretty cool.
[04:14:09.490 --> 04:14:10.030]  That...
[04:14:10.030 --> 04:14:12.370]  That blue balls
[04:14:12.370 --> 04:14:14.390]  the shit out of me!
[04:14:14.890 --> 04:14:15.410]  Where can I even go?
[04:14:15.590 --> 04:14:17.030]  Where can I even go?
[04:14:17.970 --> 04:14:19.510]  I don't know where to go!
[04:14:19.570 --> 04:14:22.090]  My testicles are solid blue.
[04:14:28.550 --> 04:14:31.170]  I can't believe it.
[04:14:33.630 --> 04:14:34.590]  Oh, jeez.
[04:14:34.950 --> 04:14:35.430]  Sweet.
[04:14:38.230 --> 04:14:39.650]  That is awful.
[04:14:40.450 --> 04:14:41.810]  You were so close!
[04:14:42.390 --> 04:14:44.470]  Imagine if you rolled more than three last time.
[04:14:44.770 --> 04:14:46.450]  Well, I don't think that was down to me, Nick!
[04:14:46.490 --> 04:14:47.330]  I think it was this chip!
[04:14:48.310 --> 04:14:48.790]  No!
[04:14:49.790 --> 04:14:50.270]  Yes!
[04:14:50.590 --> 04:14:51.810]  Oh my god, this is turned out.
[04:14:53.230 --> 04:14:53.710]  Yes!
[04:14:54.410 --> 04:14:55.770]  This is insane.
[04:14:57.050 --> 04:14:58.730]  This last turn...
[04:14:58.730 --> 04:15:00.690]  I hope that was my star that went to Gavin.
[04:15:00.850 --> 04:15:02.310]  I don't want Nick to keep it.
[04:15:02.390 --> 04:15:07.570]  Everything that went wrong happened after the fucking Nintendo system fucked up!
[04:15:07.750 --> 04:15:09.030]  In my extension, Geoff!
[04:15:09.450 --> 04:15:10.690]  Nah, it was the Nintendo system.
[04:15:11.230 --> 04:15:13.090]  Testing Nintendo system!
[04:15:14.850 --> 04:15:16.210]  Stupid Nintendo system.
[04:15:20.890 --> 04:15:22.570]  I'll use an item, I guess.
[04:15:22.650 --> 04:15:22.850]  Great!
[04:15:25.190 --> 04:15:26.090]  Oh no.
[04:15:26.810 --> 04:15:28.730]  I'm the only one impacted by the full dice.
[04:15:29.530 --> 04:15:31.250]  And you've got a dice to get rid of it?
[04:15:31.710 --> 04:15:31.850]  Yep.
[04:15:33.270 --> 04:15:34.830]  Okay, let's see what happens.
[04:15:36.790 --> 04:15:37.730]  Roll a 25.
[04:15:38.450 --> 04:15:39.630]  Ooh, a lovely 8.
[04:15:40.250 --> 04:15:42.110]  How did I look away for a little bit?
[04:15:42.210 --> 04:15:44.430]  Andrew has six stars and 430 points.
[04:15:44.430 --> 04:15:46.110]  Are you shitting me?!
